日期,尖峰負載(MW),淨尖峰供電能力(MW),備轉容量(MW),備轉容量率(%),工業用電(百萬度),民生用電(百萬度),isHoliday,isHoliday(Next7),Week
2016-01-01,23038,25366.0,2328.0,10.11,263.79900000000004,189.3,1,0,4.0
2016-01-02,23209,25179.0,1970.0,8.49,261.975,187.99099999999999,1,1,5.0
2016-01-03,23686,26219.0,2533.0,10.69,266.16700000000003,190.99900000000002,1,1,6.0
2016-01-04,27518,29528.0,2010.0,7.31,302.22700000000003,216.875,0,0,0.0
2016-01-05,27635,29735.0,2100.0,7.6,313.328,224.84099999999998,0,0,1.0
2016-01-06,27278,30424.0,3146.0,11.53,311.17400000000004,223.296,0,0,2.0
2016-01-07,27210,30137.0,2927.0,10.76,307.244,220.475,0,0,3.0
2016-01-08,26400,28713.0,2313.0,8.76,304.04900000000004,218.183,0,0,4.0
2016-01-09,24308,27127.0,2819.0,11.6,282.14099999999996,202.46099999999998,1,1,5.0
2016-01-10,23490,25374.0,1884.0,8.02,267.17,191.718,1,1,6.0
2016-01-11,27207,28904.0,1697.0,6.24,302.529,217.09099999999998,0,0,0.0
2016-01-12,26747,30325.0,3578.0,13.38,304.97,218.84400000000002,0,0,1.0
2016-01-13,26951,30162.0,3211.0,11.91,307.894,220.942,0,0,2.0
2016-01-14,26898,30778.0,3880.0,14.43,307.045,220.332,0,0,3.0
2016-01-15,26797,29930.0,3133.0,11.69,307.694,220.799,0,0,4.0
2016-01-16,23911,26768.0,2857.0,11.95,275.077,197.392,1,1,5.0
2016-01-17,23956,26311.0,2355.0,9.83,271.721,194.984,1,1,6.0
2016-01-18,26443,29689.0,3246.0,12.27,295.183,211.82,0,0,0.0
2016-01-19,26937,30024.0,3087.0,11.46,305.449,219.188,0,0,1.0
2016-01-20,27038,29909.0,2871.0,10.62,307.466,220.63400000000001,0,0,2.0
2016-01-21,27091,29817.0,2726.0,10.06,309.751,222.275,0,0,3.0
2016-01-22,26563,29264.0,2701.0,10.17,307.307,220.521,0,0,4.0
2016-01-23,24997,27046.0,2049.0,8.2,290.329,208.338,1,0,5.0
2016-01-24,25062,26657.0,1595.0,6.36,280.777,201.482,1,1,6.0
2016-01-25,27089,29291.0,2202.0,8.13,305.607,219.3,0,0,0.0
2016-01-26,26595,30053.0,3458.0,13.0,308.178,221.145,0,0,1.0
2016-01-27,26946,29205.0,2259.0,8.38,310.592,222.878,0,0,2.0
2016-01-28,27249,29573.0,2324.0,8.53,311.606,223.606,0,0,3.0
2016-01-29,26931,29120.0,2189.0,8.13,311.922,223.832,0,0,4.0
2016-01-30,25706,28835.0,3129.0,12.17,301.401,216.283,0,1,5.0
2016-01-31,23620,26618.0,2998.0,12.69,271.86,195.084,1,1,6.0
2016-02-01,26578,29096.6,2518.6,9.48,294.448,224.195,0,1,0.0
2016-02-02,26843,29472.0,2629.0,9.79,302.971,230.683,0,1,1.0
2016-02-03,26603,28694.0,2091.0,7.86,300.85,229.06900000000002,0,1,2.0
2016-02-04,25990,28605.0,2615.0,10.06,295.411,224.928,0,1,3.0
2016-02-05,23766,28011.0,4245.0,17.86,276.526,210.548,0,1,4.0
2016-02-06,21847,24927.0,3080.0,14.1,247.058,188.111,1,1,5.0
2016-02-07,19544,22646.0,3102.0,15.87,222.88299999999998,169.704,1,1,6.0
2016-02-08,19297,23038.0,3741.0,19.38,213.54,162.591,1,0,0.0
2016-02-09,19097,23090.0,3993.0,20.91,212.24200000000002,161.602,1,0,1.0
2016-02-10,19431,23468.0,4037.0,20.78,215.612,164.169,1,0,2.0
2016-02-11,20515,24938.0,4423.0,21.56,225.185,171.457,1,0,3.0
2016-02-12,22169,24293.0,2124.0,9.58,240.90200000000002,183.425,1,0,4.0
2016-02-13,22303,25913.0,3610.0,16.19,245.255,186.738,1,1,5.0
2016-02-14,22334,25784.0,3450.0,15.45,248.261,189.02700000000002,1,1,6.0
2016-02-15,25509,29293.0,3784.0,14.83,280.218,213.359,0,0,0.0
2016-02-16,26477,29625.0,3148.0,11.89,297.046,226.173,0,0,1.0
2016-02-17,26608,29802.0,3194.0,12.01,299.98,228.407,0,0,2.0
2016-02-18,26740,29382.0,2642.0,9.88,301.153,229.299,0,0,3.0
2016-02-19,26526,29331.0,2805.0,10.57,301.254,229.377,0,0,4.0
2016-02-20,24647,27436.0,2789.0,11.31,283.875,216.144,1,1,5.0
2016-02-21,23892,25982.0,2090.0,8.75,267.842,203.937,1,1,6.0
2016-02-22,26406,29214.0,2808.0,10.63,294.557,224.278,0,1,0.0
2016-02-23,26790,30415.0,3625.0,13.53,302.147,230.05700000000002,0,0,1.0
2016-02-24,26917,29788.0,2871.0,10.67,305.394,232.528,0,0,2.0
2016-02-25,26971,30016.0,3045.0,11.29,305.884,232.90200000000002,0,0,3.0
2016-02-26,26706,29308.0,2602.0,9.74,304.191,231.613,0,0,4.0
2016-02-27,24411,26766.0,2355.0,9.65,281.829,214.58700000000002,1,1,5.0
2016-02-28,22926,26199.0,3273.0,14.28,260.066,198.015,1,1,6.0
2016-02-29,23504,26535.0,3031.0,12.89,264.255,201.206,1,0,0.0
2016-03-01,26354,29879.0,3525.0,13.38,298.613,209.59900000000002,0,0,1.0
2016-03-02,26497,29483.0,2986.0,11.27,304.836,213.96599999999998,0,0,2.0
2016-03-03,26646,29141.0,2495.0,9.36,306.628,215.22400000000002,0,0,3.0
2016-03-04,26427,29527.0,3100.0,11.73,307.474,215.81799999999998,0,0,4.0
2016-03-05,24470,27115.0,2645.0,10.81,288.564,202.545,1,1,5.0
2016-03-06,23542,26437.0,2895.0,12.3,271.407,190.502,1,1,6.0
2016-03-07,27304,29456.0,2152.0,7.88,307.043,215.516,0,0,0.0
2016-03-08,27654,29731.0,2077.0,7.51,319.805,224.47400000000002,0,0,1.0
2016-03-09,26907,29705.0,2798.0,10.4,317.29400000000004,222.71099999999998,0,0,2.0
2016-03-10,26784,29050.0,2266.0,8.46,314.376,220.662,0,0,3.0
2016-03-11,26528,29253.0,2725.0,10.27,311.39099999999996,218.56799999999998,0,0,4.0
2016-03-12,24511,27098.0,2587.0,10.55,292.173,205.079,1,1,5.0
2016-03-13,24224,26497.0,2273.0,9.38,277.22700000000003,194.588,1,1,6.0
2016-03-14,26676,30174.0,3498.0,13.11,304.216,213.532,0,0,0.0
2016-03-15,27319,29675.0,2356.0,8.63,315.782,221.65,0,0,1.0
2016-03-16,27042,29735.0,2693.0,9.96,315.692,221.58599999999998,0,0,2.0
2016-03-17,27370,30129.0,2759.0,10.08,316.612,222.233,0,0,3.0
2016-03-18,27816,30829.0,3013.0,10.83,322.942,226.676,0,0,4.0
2016-03-19,25529,28375.0,2846.0,11.15,304.993,214.076,1,1,5.0
2016-03-20,24119,26595.0,2476.0,10.26,281.437,197.542,1,1,6.0
2016-03-21,27353,29844.0,2491.0,9.11,309.54400000000004,217.27200000000002,0,0,0.0
2016-03-22,27449,30737.0,3288.0,11.98,317.491,222.84900000000002,0,0,1.0
2016-03-23,27273,31055.0,3782.0,13.87,319.971,224.59,0,0,2.0
2016-03-24,27102,30530.0,3428.0,12.65,315.022,221.11700000000002,0,0,3.0
2016-03-25,26600,29823.0,3223.0,12.12,313.947,220.362,0,0,4.0
2016-03-26,24112,27824.0,3712.0,15.39,286.315,200.96599999999998,1,1,5.0
2016-03-27,23701,26307.0,2606.0,11.0,270.214,189.665,1,1,6.0
2016-03-28,26145,28776.0,2631.0,10.06,296.779,208.312,0,1,0.0
2016-03-29,26347,29180.0,2833.0,10.75,306.254,214.96200000000002,0,1,1.0
2016-03-30,26698,29531.0,2833.0,10.61,310.441,217.90099999999998,0,0,2.0
2016-03-31,26999,30019.0,3020.0,11.19,314.404,220.68200000000002,0,0,3.0
2016-04-01,26995,30409.0,3414.0,12.65,312.64599999999996,219.232,0,0,4.0
2016-04-02,24959,28265.0,3306.0,13.25,294.438,206.46400000000003,1,1,5.0
2016-04-03,24092,27502.0,3410.0,14.15,278.92,195.583,1,1,6.0
2016-04-04,23523,26814.0,3291.0,13.99,272.195,190.868,1,0,0.0
2016-04-05,24713,27357.0,2644.0,10.7,281.428,197.34099999999998,1,0,1.0
2016-04-06,28790,31021.0,2231.0,7.75,323.066,226.53799999999998,0,0,2.0
2016-04-07,29597,31831.0,2234.0,7.55,341.29,239.31799999999998,0,0,3.0
2016-04-08,28836,31675.0,2839.0,9.84,338.093,237.076,0,0,4.0
2016-04-09,25877,29428.0,3551.0,13.72,310.529,217.748,1,1,5.0
2016-04-10,24787,27856.0,3069.0,12.38,291.41900000000004,204.347,1,1,6.0
2016-04-11,27692,29636.0,1944.0,7.02,317.22900000000004,222.445,0,0,0.0
2016-04-12,28276,31131.0,2855.0,10.1,325.801,228.456,0,0,1.0
2016-04-13,28251,30868.0,2617.0,9.26,330.042,231.43,0,0,2.0
2016-04-14,28635,30660.0,2025.0,7.07,330.043,231.43200000000002,0,0,3.0
2016-04-15,28282,31123.0,2841.0,10.05,327.056,229.33700000000002,0,0,4.0
2016-04-16,26506,28856.0,2350.0,8.86,310.897,218.00599999999997,1,1,5.0
2016-04-17,25264,27848.0,2584.0,10.23,293.836,206.042,1,1,6.0
2016-04-18,27325,31229.0,3904.0,14.29,317.782,222.834,0,0,0.0
2016-04-19,27957,31208.0,3251.0,11.63,321.35900000000004,225.342,0,0,1.0
2016-04-20,28691,31172.0,2481.0,8.65,333.098,233.574,0,0,2.0
2016-04-21,30333,32189.0,1856.0,6.12,347.57199999999995,243.722,0,0,3.0
2016-04-22,29963,32388.0,2425.0,8.09,350.015,245.435,0,0,4.0
2016-04-23,27062,31029.0,3967.0,14.66,324.41200000000003,227.483,1,1,5.0
2016-04-24,25738,28680.0,2942.0,11.43,301.98400000000004,211.755,1,1,6.0
2016-04-25,29632,32007.0,2375.0,8.01,338.77099999999996,237.55200000000002,0,0,0.0
2016-04-26,30373,32852.0,2479.0,8.16,351.746,246.65,0,0,1.0
2016-04-27,30202,32579.0,2377.0,7.87,350.954,246.09400000000002,0,0,2.0
2016-04-28,28946,32054.0,3108.0,10.74,340.334,238.64700000000002,0,0,3.0
2016-04-29,27688,31448.0,3760.0,13.58,325.163,228.01,0,0,4.0
2016-04-30,25115,28712.0,3597.0,14.33,301.027,211.084,1,1,5.0
2016-05-01,24359,27660.0,3301.0,13.55,266.064,200.403,1,1,6.0
2016-05-02,26796,31026.0,4230.0,15.79,286.76599999999996,215.99599999999998,0,0,0.0
2016-05-03,30026,33073.0,3047.0,10.15,323.355,243.55599999999998,0,0,1.0
2016-05-04,30518,32394.0,1876.0,6.15,331.12199999999996,249.40599999999998,0,0,2.0
2016-05-05,31405,33359.0,1954.0,6.22,338.723,255.132,0,0,3.0
2016-05-06,31971,33272.0,1301.0,4.07,344.832,259.733,0,0,4.0
2016-05-07,28747,32063.0,3316.0,11.53,326.42,245.864,1,1,5.0
2016-05-08,27417,30688.0,3271.0,11.93,304.913,229.665,1,1,6.0
2016-05-09,32065,33361.0,1296.0,4.04,344.06,259.151,0,0,0.0
2016-05-10,31797,34504.0,2707.0,8.51,347.755,261.935,0,0,1.0
2016-05-11,29278,33192.0,3914.0,13.37,325.03,244.81799999999998,0,0,2.0
2016-05-12,30566,32452.0,1886.0,6.17,332.18800000000005,250.209,0,0,3.0
2016-05-13,31640,33186.0,1546.0,4.89,339.851,255.98,0,0,4.0
2016-05-14,28292,31811.0,3519.0,12.44,320.346,241.28900000000002,1,1,5.0
2016-05-15,27346,30170.0,2824.0,10.33,303.024,228.24200000000002,1,1,6.0
2016-05-16,29103,32594.0,3491.0,12.0,318.91700000000003,240.213,0,0,0.0
2016-05-17,28435,32923.0,4488.0,15.78,311.704,234.78,0,0,1.0
2016-05-18,29708,32781.0,3073.0,10.35,319.97700000000003,241.011,0,0,2.0
2016-05-19,30228,32817.0,2589.0,8.57,326.806,246.155,0,0,3.0
2016-05-20,30557,33532.0,2975.0,9.74,330.55199999999996,248.976,0,0,4.0
2016-05-21,27163,30277.0,3114.0,11.47,306.874,231.142,1,1,5.0
2016-05-22,26378,28817.0,2439.0,9.25,288.72700000000003,217.47299999999998,1,1,6.0
2016-05-23,30776,32475.0,1699.0,5.52,328.608,247.512,0,0,0.0
2016-05-24,31057,33377.0,2320.0,7.47,338.421,254.90400000000002,0,0,1.0
2016-05-25,31459,33461.0,2002.0,6.37,340.92199999999997,256.78700000000003,0,0,2.0
2016-05-26,32223,34265.0,2042.0,6.34,348.879,262.78,0,0,3.0
2016-05-27,33124,34399.0,1275.0,3.85,357.19199999999995,269.043,0,0,4.0
2016-05-28,29766,31576.0,1810.0,6.08,338.069,254.638,1,0,5.0
2016-05-29,29555,30864.0,1309.0,4.43,324.30400000000003,244.271,1,1,6.0
2016-05-30,34081,35001.0,920.0,2.7,365.125,275.018,0,0,0.0
2016-05-31,34425,34989.0,564.0,1.64,375.43800000000005,282.785,0,0,1.0
2016-06-01,34124,35082.0,958.0,2.81,355.215,300.466,0,0,2.0
2016-06-02,32431,35094.0,2663.0,8.21,347.41,293.865,0,1,3.0
2016-06-03,33946,35874.0,1928.0,5.68,351.215,297.08299999999997,0,1,4.0
2016-06-04,34123,35596.0,1473.0,4.32,349.332,295.49,0,1,5.0
2016-06-05,28874,31574.0,2700.0,9.35,308.796,261.20099999999996,1,1,6.0
2016-06-06,31993,34682.0,2689.0,8.4,328.01800000000003,277.462,0,0,0.0
2016-06-07,32998,35130.0,2132.0,6.46,336.767,284.861,0,0,1.0
2016-06-08,33077,35115.0,2038.0,6.16,335.642,283.91,0,0,2.0
2016-06-09,27797,29973.0,2176.0,7.83,301.871,255.345,1,0,3.0
2016-06-10,27072,29718.0,2646.0,9.77,288.77099999999996,244.264,1,0,4.0
2016-06-11,26232,29496.0,3264.0,12.44,279.589,236.497,1,1,5.0
2016-06-12,26353,29721.0,3368.0,12.78,275.22,232.8,1,1,6.0
2016-06-13,30642,34374.0,3732.0,12.18,310.887,262.97,0,0,0.0
2016-06-14,31018,33997.0,2979.0,9.6,320.107,270.769,0,0,1.0
2016-06-15,33095,35588.0,2493.0,7.53,332.86699999999996,281.562,0,0,2.0
2016-06-16,33896,35781.0,1885.0,5.56,345.413,292.175,0,0,3.0
2016-06-17,34077,35612.0,1535.0,4.5,346.337,292.957,0,0,4.0
2016-06-18,30766,33626.0,2860.0,9.29,322.22700000000003,272.562,1,1,5.0
2016-06-19,29277,32053.0,2776.0,9.48,305.467,258.38599999999997,1,1,6.0
2016-06-20,34247,35690.0,1443.0,4.21,341.255,288.658,0,0,0.0
2016-06-21,34399,36067.0,1668.0,4.85,348.471,294.76099999999997,0,0,1.0
2016-06-22,35168,36432.0,1264.0,3.59,356.334,301.413,0,0,2.0
2016-06-23,35209,36275.0,1066.0,3.03,359.43699999999995,304.03700000000003,0,0,3.0
2016-06-24,35075,36314.0,1239.0,3.53,354.694,300.025,0,0,4.0
2016-06-25,31647,34068.0,2421.0,7.65,331.967,280.801,1,1,5.0
2016-06-26,29970,32151.0,2181.0,7.28,315.82,267.143,1,1,6.0
2016-06-27,35049,36248.0,1199.0,3.42,351.72900000000004,297.518,0,0,0.0
2016-06-28,35041,36440.0,1399.0,3.99,356.032,301.158,0,0,1.0
2016-06-29,34994,36559.0,1565.0,4.47,354.8,300.116,0,0,2.0
2016-06-30,34391,36255.0,1864.0,5.42,349.66900000000004,295.775,0,0,3.0
2016-07-01,34802,36962.0,2160.0,6.21,347.142,310.345,0,0,4.0
2016-07-02,31298,34415.0,3117.0,9.96,320.651,286.66200000000003,1,1,5.0
2016-07-03,28463,31785.0,3322.0,11.67,301.726,269.743,1,1,6.0
2016-07-04,34544,36193.0,1649.0,4.77,339.579,303.584,0,0,0.0
2016-07-05,35044,36886.0,1842.0,5.26,352.36199999999997,315.012,0,0,1.0
2016-07-06,35560,36653.0,1093.0,3.07,356.913,319.08099999999996,0,0,2.0
2016-07-07,34436,35717.0,1281.0,3.72,346.939,310.163,0,0,3.0
2016-07-08,27522,30859.0,3337.0,12.13,279.182,249.588,0,0,4.0
2016-07-09,28462,32781.0,4319.0,15.17,296.858,265.392,1,1,5.0
2016-07-10,27433,31004.0,3571.0,13.02,287.639,257.149,1,1,6.0
2016-07-11,32223,35848.0,3625.0,11.25,321.534,287.45099999999996,0,0,0.0
2016-07-12,33305,35793.0,2488.0,7.47,332.38699999999994,297.155,0,0,1.0
2016-07-13,33967,36211.0,2244.0,6.61,339.985,303.94599999999997,0,0,2.0
2016-07-14,34855,36787.0,1932.0,5.54,348.61300000000006,311.66,0,0,3.0
2016-07-15,35037,36996.0,1959.0,5.59,350.81800000000004,313.631,0,0,4.0
2016-07-16,31815,33537.0,1722.0,5.41,331.79,296.62,1,1,5.0
2016-07-17,29796,32295.0,2499.0,8.39,314.573,281.22900000000004,1,1,6.0
2016-07-18,34270,36347.0,2077.0,6.06,338.699,302.797,0,0,0.0
2016-07-19,34329,36525.0,2196.0,6.4,341.69599999999997,305.47700000000003,0,0,1.0
2016-07-20,34718,37024.0,2306.0,6.64,345.11800000000005,308.535,0,0,2.0
2016-07-21,35041,37262.0,2221.0,6.34,351.55400000000003,314.289,0,0,3.0
2016-07-22,35006,36899.0,1893.0,5.41,352.575,315.203,0,0,4.0
2016-07-23,31673,34321.0,2648.0,8.36,328.181,293.394,1,1,5.0
2016-07-24,29923,32119.0,2196.0,7.34,312.392,279.278,1,1,6.0
2016-07-25,34954,36279.0,1325.0,3.79,348.04,311.149,0,0,0.0
2016-07-26,35326,37267.0,1941.0,5.49,356.899,319.068,0,0,1.0
2016-07-27,35821,37364.0,1543.0,4.31,360.096,321.927,0,0,2.0
2016-07-28,36199,37422.0,1223.0,3.38,364.545,325.903,0,0,3.0
2016-07-29,35987,37012.0,1025.0,2.85,359.42800000000005,321.328,0,0,4.0
2016-07-30,32110,34085.0,1975.0,6.15,330.595,295.553,1,1,5.0
2016-07-31,30442,32163.0,1721.0,5.65,314.899,281.52,1,1,6.0
2016-08-01,34489,36461.0,1972.0,5.72,350.046,325.663,0,0,0.0
2016-08-02,34924,36600.0,1676.0,4.8,354.416,329.728,0,0,1.0
2016-08-03,35044,37012.0,1968.0,5.62,354.63300000000004,329.931,0,0,2.0
2016-08-04,35557,37227.0,1670.0,4.7,359.671,334.61699999999996,0,0,3.0
2016-08-05,35362,36932.0,1570.0,4.44,359.712,334.656,0,0,4.0
2016-08-06,31576,34712.0,3136.0,9.93,333.14099999999996,309.936,1,1,5.0
2016-08-07,29565,32385.0,2820.0,9.54,312.828,291.038,1,1,6.0
2016-08-08,35231,36745.0,1514.0,4.3,350.599,326.177,0,0,0.0
2016-08-09,35442,37279.0,1837.0,5.18,359.236,334.214,0,0,1.0
2016-08-10,35633,37214.0,1581.0,4.44,359.371,334.338,0,0,2.0
2016-08-11,33314,36265.0,2951.0,8.86,348.17199999999997,323.92,0,0,3.0
2016-08-12,33105,35804.0,2699.0,8.15,341.85400000000004,318.04200000000003,0,0,4.0
2016-08-13,28623,33433.0,4810.0,16.81,308.89799999999997,287.381,1,1,5.0
2016-08-14,28566,31907.0,3341.0,11.7,299.113,278.279,1,1,6.0
2016-08-15,33890,36214.0,2324.0,6.86,340.12,316.428,0,0,0.0
2016-08-16,33991,36891.0,2900.0,8.53,345.14300000000003,321.101,0,0,1.0
2016-08-17,33320,36601.0,3281.0,9.85,339.06699999999995,315.449,0,0,2.0
2016-08-18,33817,36502.0,2685.0,7.94,343.251,319.341,0,0,3.0
2016-08-19,34356,36828.0,2472.0,7.19,341.773,317.966,0,0,4.0
2016-08-20,30375,32964.0,2589.0,8.52,318.509,296.324,1,1,5.0
2016-08-21,29016,31847.0,2831.0,9.76,305.468,284.191,1,1,6.0
2016-08-22,34922,36909.0,1987.0,5.69,345.978,321.878,0,0,0.0
2016-08-23,34983,37291.0,2308.0,6.6,356.374,331.55,0,0,1.0
2016-08-24,35243,36643.0,1400.0,3.97,358.713,333.726,0,0,2.0
2016-08-25,35218,36678.0,1460.0,4.15,358.874,333.876,0,0,3.0
2016-08-26,34942,36979.0,2037.0,5.83,357.666,332.75300000000004,0,0,4.0
2016-08-27,30595,33548.0,2953.0,9.65,327.236,304.443,1,1,5.0
2016-08-28,27632,30677.0,3045.0,11.02,297.263,276.557,1,1,6.0
2016-08-29,32134,35177.0,3043.0,9.47,320.66200000000003,298.32599999999996,0,0,0.0
2016-08-30,31495,35487.0,3992.0,12.68,322.777,300.293,0,0,1.0
2016-08-31,32613,35598.0,2985.0,9.15,327.471,304.66,0,0,2.0
2016-09-01,33040,35066.0,2026.0,6.13,353.218,360.98699999999997,0,0,3.0
2016-09-02,32279,34380.0,2100.5,6.51,350.912,358.631,0,0,4.0
2016-09-03,28417,32246.0,3829.0,13.47,321.863,328.944,1,0,5.0
2016-09-04,28135,30731.0,2596.0,9.23,310.298,317.123,1,1,6.0
2016-09-05,33367,35312.0,1945.0,5.83,350.88699999999994,358.606,0,0,0.0
2016-09-06,32058,35253.0,3195.0,9.97,349.551,357.241,0,0,1.0
2016-09-07,32215,35266.0,3051.0,9.47,346.16,353.774,0,0,2.0
2016-09-08,31860,34531.0,2671.0,8.38,345.952,353.56300000000005,0,1,3.0
2016-09-09,32081,34655.0,2574.0,8.02,346.51199999999994,354.134,0,1,4.0
2016-09-10,31423,34497.0,3074.0,9.78,336.534,343.936,0,1,5.0
2016-09-11,28329,30057.0,1728.0,6.1,312.231,319.099,1,1,6.0
2016-09-12,32551,35194.0,2643.0,8.12,346.466,354.088,0,0,0.0
2016-09-13,32949,35574.0,2625.0,7.97,351.967,359.709,0,0,1.0
2016-09-14,29701,32754.0,3053.0,10.28,322.36,329.452,0,0,2.0
2016-09-15,25557,29391.0,3834.0,15.0,284.49,290.749,1,0,3.0
2016-09-16,26401,30545.0,4144.0,15.7,290.889,297.288,1,0,4.0
2016-09-17,25736,29396.0,3660.0,14.22,288.973,295.329,1,1,5.0
2016-09-18,26088,29028.0,2940.0,11.27,284.913,291.181,1,1,6.0
2016-09-19,30275,34745.0,4470.0,14.76,321.832,328.912,0,0,0.0
2016-09-20,30275,34214.0,3939.0,13.01,326.884,334.075,0,0,1.0
2016-09-21,31222,33972.0,2750.0,8.81,333.626,340.964,0,0,2.0
2016-09-22,31596,34523.0,2927.0,9.26,339.083,346.543,0,0,3.0
2016-09-23,31556,34535.0,2979.0,9.44,337.914,345.348,0,0,4.0
2016-09-24,27767,31005.0,3238.0,11.66,311.436,318.286,1,1,5.0
2016-09-25,26759,30213.0,3454.0,12.91,295.952,302.462,1,1,6.0
2016-09-26,31841,35002.0,3161.0,9.93,335.86199999999997,343.25,0,0,0.0
2016-09-27,25840,33393.0,7553.0,29.23,271.176,277.14099999999996,0,0,1.0
2016-09-28,25846,28656.0,2810.0,10.87,267.225,273.103,0,0,2.0
2016-09-29,31207,33470.0,2263.0,7.25,328.149,335.36699999999996,0,0,3.0
2016-09-30,31549,34170.0,2621.0,8.31,335.885,343.273,0,0,4.0
2016-10-01,28505,31019.0,2514.0,8.82,318.718,277.879,1,1,5.0
2016-10-02,27189,29994.0,2805.0,10.32,302.353,263.611,1,1,6.0
